Site,Species,Plot,Position,Tag_ID,Population,GreenhouseID,Clone,Endo
KER,AGHY,5,10,D_KA5_10,SJC,42-4-61,NA,0
KER,AGHY,5,11,766,SJC,42-4-91,NA,0
KER,AGHY,5,8,765,SJC,42-4-31,NA,0
KER,AGHY,5,1,764,COHR,225-5-24,NA,0
KER,AGHY,6,9,D_KA6_9,SJC,1942-03-25,NA,1
KER,AGHY,6,8,D_KA6_8,LPEF,GH-35-8,AJ,1
KER,AGHY,6,6,D_KA6_6,COHR,215-1-15,BP2,0
KER,AGHY,6,5,D_KA6_5,COHR,215-2,BG2,0
KER,AGHY,6,4,D_KA6_4,COHR,1935-01-15,AF,1
KER,AGHY,6,3,D_KA6_3,SJC,42-3-40,NA,1
KER,AGHY,6,2,D_KA6_2,LPEF,242-2-36,NA,0
KER,AGHY,6,14,D_KA6_14,LPEF,GH-35-3,BD,1
KER,AGHY,6,13,D_KA6_13,SJC,42-3-61,NA,1
KER,AGHY,6,12,D_KA6_12,SJC,42-4-93,NA,0
KER,AGHY,6,11,D_KA6_11,COHR,1935-01-14,AD,1
KER,AGHY,6,10,D_KA6_10,LPEF,GH-35-1,AN,1
KER,AGHY,6,15,783,COHR,1935-06-19,AA,1
KER,AGHY,6,7,782,SJC,1942-04-30,NA,0
KER,AGHY,6,1,781,LPEF,242-7-6V,AO,0
KER,AGHY,7,7,D_KA7_7,COHR,2026-08-01,AA,1
KER,AGHY,7,6,D_KA7_6,SJC,42-3-47,NA,1
KER,AGHY,7,2,D_KA7_2,LPEF,GH-35-1,AY,1
KER,AGHY,7,15,D_KA7_15,COHR,1935-01-30,AI,1
KER,AGHY,7,14,D_KA7_14,LPEF,GH-35-6,AH,1
KER,AGHY,7,11,D_KA7_11,SJC,1942-03-17,NA,1
KER,AGHY,7,10,D_KA7_10,COHR,1935-06-21,AM,1
KER,AGHY,7,1,D_KA7_1,LPEF,GH-35-8,AE,1
KER,AGHY,7,13,780,LPEF,242-4-28,NA,0
KER,AGHY,7,12,779,SJC,42-4-86,NA,0
KER,AGHY,7,9,778,SJC,42-3-45,NA,1
KER,AGHY,7,8,777,COHR,215-1-15,AL2,0
KER,AGHY,7,5,776,SJC,1942-03-30,NA,1
KER,AGHY,7,4,775,LPEF,GH-35-6-23,NA,1
KER,AGHY,7,3,774,COHR,1935-01-30,AH,1
KER,AGHY,8,7,D_KA8_7,SJC,1942-04-16,NA,0
KER,AGHY,8,5,D_KA8_5,COHR,215-1-15,BB2,0
KER,AGHY,8,3,D_KA8_3,LPEF,GH-35-8,AI,1
KER,AGHY,8,15,D_KA8_15,LPEF,GH-35-3,BQ,1
KER,AGHY,8,13,D_KA8_13,SJC,1942-04-25,NA,0
KER,AGHY,8,12,D_KA8_12,COHR,215-2,AZ,0
KER,AGHY,8,11,D_KA8_11,SJC,42-4-77,NA,0
KER,AGHY,8,10,D_KA8_10,SJC,42-3-55,NA,1
KER,AGHY,8,14,773,SJC,42-3-63,NA,1
KER,AGHY,8,9,772,COHR,234-3-5,NA,0
KER,AGHY,8,8,771,LPEF,242-7-6V,DH,0
KER,AGHY,8,6,770,COHR,1935-01-15,AG,1
KER,AGHY,8,4,769,COHR,215-1-15,BO,0
KER,AGHY,8,2,768,COHR,1935-06-19,AN,1
KER,AGHY,8,1,767,SJC,42-4-78,NA,0
KER,ELVI,1,9,D_KE1_9,JLP,109-19A-25,BB,1
KER,ELVI,1,8,D_KE1_8,HUNT,E4,NA,0
KER,ELVI,1,7,D_KE1_7,PALM,80,AH,0
KER,ELVI,1,6,D_KE1_6,PALM,225,AT,1
KER,ELVI,1,5,D_KE1_5,RL5,D34,AA,1
KER,ELVI,1,4,D_KE1_4,PALM,225,AV,1
KER,ELVI,1,3,D_KE1_3,JLP,110-5A-4O,NA,0
KER,ELVI,1,2,D_KE1_2,PALM,222-A,AG,1
KER,ELVI,1,15,D_KE1_15,PALM,218B,AF,1
KER,ELVI,1,14,D_KE1_14,PALM,218D,AG,1
KER,ELVI,1,13,D_KE1_13,PALM,143,AF,0
KER,ELVI,1,12,D_KE1_12,PALM,216A,AL,1
KER,ELVI,1,11,D_KE1_11,RL5,D53,NA,0
KER,ELVI,1,10,D_KE1_10,PALM,63,AE,0
KER,ELVI,1,1,D_KE1_1,PALM,239,AY,1
KER,ELVI,2,9,D_KE2_9,PALM,216A,AI,1
KER,ELVI,2,8,D_KE2_8,RL5,C32,AC,0
KER,ELVI,2,7,D_KE2_7,PALM,80,AF,0
KER,ELVI,2,6,D_KE2_6,RL5,D37,AA,1
KER,ELVI,2,5,D_KE2_5,JLP,110-5A-4K,NA,0
KER,ELVI,2,4,D_KE2_4,RL5,C32,AF,0
KER,ELVI,2,3,D_KE2_3,RL5,C34,NA,0
KER,ELVI,2,2,D_KE2_2,PALM,225,AO,1
KER,ELVI,2,15,D_KE2_15,PALM,225,AS,1
KER,ELVI,2,14,D_KE2_14,PALM,80,AA,0
KER,ELVI,2,13,D_KE2_13,HUNT,F51,NA,0
KER,ELVI,2,12,D_KE2_12,PALM,239,AT,1
KER,ELVI,2,11,D_KE2_11,JLP,110-2A-13D,AF,1
KER,ELVI,2,10,D_KE2_10,PALM,63,AB,0
KER,ELVI,2,1,D_KE2_1,PALM,106,AF,0
KER,ELVI,3,9,D_KE3_9,JLP,110-5A-4E,NA,0
KER,ELVI,3,8,D_KE3_8,PALM,80,AE,0
KER,ELVI,3,7,D_KE3_7,PALM,100,AH,0
KER,ELVI,3,6,D_KE3_6,PALM,106,AA,0
KER,ELVI,3,5,D_KE3_5,PALM,225,AH,1
KER,ELVI,3,4,D_KE3_4,PALM,102C,AF,0
KER,ELVI,3,3,D_KE3_3,JLP,110-2A-13D,AD,1
KER,ELVI,3,2,D_KE3_2,RL5,C37,AA,0
KER,ELVI,3,15,D_KE3_15,PALM,102C,AB,0
KER,ELVI,3,14,D_KE3_14,RL5,D16,AA,0
KER,ELVI,3,13,D_KE3_13,PALM,225,AV,1
KER,ELVI,3,12,D_KE3_12,HUNT,E11,NA,0
KER,ELVI,3,11,D_KE3_11,PALM,80,AB,0
KER,ELVI,3,10,D_KE3_10,RL5,C32,AB,0
KER,ELVI,3,1,D_KE3_1,JLP,110-5A-4F,NA,0
KER,ELVI,4,8,D_KE4_8,PALM,222-A,AE,1
KER,ELVI,4,7,D_KE4_7,PALM,218B,AI,1
KER,ELVI,4,6,D_KE4_6,JLP,110-5A-4S,NA,0
KER,ELVI,4,5,D_KE4_5,PALM,238,AO,1
KER,ELVI,4,4,D_KE4_4,PALM,216A,AJ,1
KER,ELVI,4,2,D_KE4_2,PALM,239,AX,1
KER,ELVI,4,15,D_KE4_15,PALM,238,AP,1
KER,ELVI,4,14,D_KE4_14,HUNT,E33,NA,0
KER,ELVI,4,13,D_KE4_13,RL5,C24,NA,0
KER,ELVI,4,11,D_KE4_11,SHS,106-150A-4B,AH,1
KER,ELVI,4,10,D_KE4_10,PALM,228C,AD,1
KER,ELVI,4,1,D_KE4_1,RL5,D68,NA,1
KER,ELVI,4,12,2345,JLP,109-19A-25,AW,1
KER,ELVI,4,9,2344,JLP,110-44L-10,AE,1
KER,ELVI,4,3,2343,PALM,110-5A-8,AC,1
KER,ELVI,5,9,D_KE5_9,PALM,63,AG,0
KER,ELVI,5,8,D_KE5_8,JLP,110-5A-4D,NA,0
KER,ELVI,5,6,D_KE5_6,RL5,C32,AE,0
KER,ELVI,5,5,D_KE5_5,HUNT,F6,NA,0
KER,ELVI,5,4,D_KE5_4,PALM,225,AJ,1
KER,ELVI,5,3,D_KE5_3,RL5,C23,NA,0
KER,ELVI,5,15,D_KE5_15,RL5,D28,AA,1
KER,ELVI,5,14,D_KE5_14,PALM,239,AU,1
KER,ELVI,5,12,D_KE5_12,RL5,C31,NA,0
KER,ELVI,5,10,D_KE5_10,JLP,110-2a-13-c,AL,1
KER,ELVI,5,13,2350,PALM,225,AQ,1
KER,ELVI,5,11,2349,SHS,106-36A-24,AC,1
KER,ELVI,5,7,2348,PALM,106,AD,0
KER,ELVI,5,2,2347,PALM,80,AC,0
KER,ELVI,5,1,2346,JLP,110-5A-4M,NA,0
KER,ELVI,6,9,D_KE6_9,JLP,110-5A-4P,NA,0
KER,ELVI,6,14,D_KE6_14,PALM,225,AW,1
KER,ELVI,6,13,D_KE6_13,RL5,D16,NA,0
KER,ELVI,6,11,D_KE6_11,RL5,D27,NA,1
KER,ELVI,6,15,2361,HUNT,E5,NA,0
KER,ELVI,6,12,2360,JLP,110-2a-13-c,AK,1
KER,ELVI,6,10,2359,PALM,B16,NA,1
KER,ELVI,6,8,2358,PALM,63,AC,0
KER,ELVI,6,7,2357,SHS,106-150A-4B,AI,1
KER,ELVI,6,6,2356,PALM,239,AV,1
KER,ELVI,6,5,2355,PALM,100,AI,0
KER,ELVI,6,4,2354,PALM,216A,AM,1
KER,ELVI,6,3,2353,PALM,225,AI,1
KER,ELVI,6,2,2352,PALM,218B,AG,1
KER,ELVI,6,1,2351,PALM,102C,AD,0
KER,ELVI,7,9,D_KE7_9,PALM,222-A,AF,1
KER,ELVI,7,8,D_KE7_8,PALM,218B,AH,1
KER,ELVI,7,7,D_KE7_7,JLP,110-5A-4R,NA,0
KER,ELVI,7,6,D_KE7_6,JLP,109-19A-25,BC,1
KER,ELVI,7,5,D_KE7_5,PALM,B50,NA,1
KER,ELVI,7,4,D_KE7_4,PALM,225,AP,1
KER,ELVI,7,3,D_KE7_3,HUNT,E9,NA,0
KER,ELVI,7,2,D_KE7_2,RL5,C26,NA,0
KER,ELVI,7,15,D_KE7_15,RL5,D36,AA,1
KER,ELVI,7,14,D_KE7_14,PALM,220D,AI,1
KER,ELVI,7,13,D_KE7_13,PALM,239,AW,1
KER,ELVI,7,12,D_KE7_12,HUNT,E16,NA,1
KER,ELVI,7,11,D_KE7_11,PALM,216A,AK,1
KER,ELVI,7,10,D_KE7_10,PALM,225,AZ,1
KER,ELVI,7,1,D_KE7_1,JLP,110-2A-22,AG,1
KER,ELVI,8,8,D_KE8_8,RL5,C33,AA,0
KER,ELVI,8,4,D_KE8_4,PALM,80,AG,0
KER,ELVI,8,3,D_KE8_3,PALM,100,AK,0
KER,ELVI,8,2,D_KE8_2,PALM,216A,AH,1
KER,ELVI,8,1,D_KE8_1,JLP,110-5A-4L,NA,0
KER,ELVI,8,15,2371,RL5,C37,NA,0
KER,ELVI,8,14,2370,RL5,D36,NA,1
KER,ELVI,8,13,2369,PALM,80,AD,0
KER,ELVI,8,12,2368,PALM,106,AB,0
KER,ELVI,8,11,2367,RL5,C32,AD,0
KER,ELVI,8,10,2366,HUNT,E35,NA,0
KER,ELVI,8,9,2365,PALM,102C,AK,0
KER,ELVI,8,7,2364,PALM,100,AD,0
KER,ELVI,8,6,2363,JLP,110-5A-4A,NA,0
KER,ELVI,8,5,2362,JLP,109-19A-25,AX,1
KER,POAU,1,9,D_KP1_9,LA2,84-1L-3,AT,1
KER,POAU,1,8,D_KP1_8,SFAEF,1335,BK,0
KER,POAU,1,7,D_KP1_7,LA2,84-5C,BU,0
KER,POAU,1,6,D_KP1_6,LA1,200-3C-4B,AY,0
KER,POAU,1,5,D_KP1_5,LA2,84-4G-4,CG,0
KER,POAU,1,4,D_KP1_4,LA7,203-4B-1B,BB,1
KER,POAU,1,3,D_KP1_3,SFAEF,B9,NA,0
KER,POAU,1,2,D_KP1_2,LA2,84-1L-3,BC,1
KER,POAU,1,15,D_KP1_15,SFAEF,872,BG,1
KER,POAU,1,14,D_KP1_14,LA2,84-5G-43,L,1
KER,POAU,1,13,D_KP1_13,LA1,201-30B-6,BC,1
KER,POAU,1,12,D_KP1_12,SFAEF,3,AL,1
KER,POAU,1,10,D_KP1_10,LA1,200-3C-4B,BC,0
KER,POAU,1,1,D_KP1_1,LA7,203-4B-1B,BJ,1
KER,POAU,1,11,478,SFAEF,616,BK,1
KER,POAU,2,15,489,SFAEF,1328,AD,0
KER,POAU,2,14,488,LA1,200-3C-4B,AF,0
KER,POAU,2,13,487,LA2,84-5G-76-G,NA,1
KER,POAU,2,12,486,LA2,84-4G-4,BV,0
KER,POAU,2,11,485,LA1,201-30B-6,BI,1
KER,POAU,2,10,484,SFAEF,1335,BL,0
KER,POAU,2,9,483,LA1,201-30B-6,BJ,1
KER,POAU,2,8,482,LA1,200-24A,BF,0
KER,POAU,2,7,481,SFAEF,1245,AF,0
KER,POAU,2,6,480,SFAEF,616,AB,1
KER,POAU,2,5,479,LA2,84-4G-4,BU,0
KER,POAU,2,4,300,LA1,201-29A,AH,0
KER,POAU,2,3,299,SFAEF,872,AL,1
KER,POAU,2,2,298,LA2,84-5C,BO,0
KER,POAU,2,1,297,LA2,84-1L-3,AR,1
KER,POAU,3,9,D_KP3_9,SFAEF,1335,BC,0
KER,POAU,3,8,D_KP3_8,LA2,84-5C,BN,0
KER,POAU,3,7,D_KP3_7,SFAEF,616,AA,1
KER,POAU,3,6,D_KP3_6,LA2,84-5G-41,G,1
KER,POAU,3,5,D_KP3_5,LA1,201-29A,AI,0
KER,POAU,3,4,D_KP3_4,LA1,201-30B-6,BH,1
KER,POAU,3,3,D_KP3_3,LA1,200-24A,BI,0
KER,POAU,3,2,D_KP3_2,SFAEF,872,AK,1
KER,POAU,3,15,D_KP3_15,LA2,84-1L-3,AW,1
KER,POAU,3,14,D_KP3_14,LA1,201-30B-6,BG,1
KER,POAU,3,13,D_KP3_13,SFAEF,1328,AC,0
KER,POAU,3,12,D_KP3_12,SFAEF,1245,AT,0
KER,POAU,3,11,D_KP3_11,LA1,200-3C-4B,AR,0
KER,POAU,3,10,D_KP3_10,LA2,84-4G-4,BZ,0
KER,POAU,3,1,D_KP3_1,LA2,84-4G-4,NA,0
KER,POAU,4,9,D_KP4_9,LA2,84-4G-43,I,1
KER,POAU,4,8,D_KP4_8,LA2,84-5G-76,B,1
KER,POAU,4,7,D_KP4_7,LA2,84-4G-4,BO,0
KER,POAU,4,6,D_KP4_6,LA2,84-1L-3,BF,1
KER,POAU,4,4,D_KP4_4,LA2,84-1L-3,BD,1
KER,POAU,4,3,D_KP4_3,SFAEF,B69,NA,1
KER,POAU,4,2,D_KP4_2,LA2,84-1L-3,AN,1
KER,POAU,4,15,D_KP4_15,LA2,84-5G-43,K,1
KER,POAU,4,14,D_KP4_14,SFAEF,616,BH,1
KER,POAU,4,13,D_KP4_13,SFAEF,B11,NA,0
KER,POAU,4,11,D_KP4_11,SFAEF,872,BI,1
KER,POAU,4,10,D_KP4_10,LA2,85-4G-4,BZ,0
KER,POAU,4,12,492,SFAEF,#6,NA,1
KER,POAU,4,5,491,SFAEF,3,AH,1
KER,POAU,4,1,490,SFAEF,616,BG,1
KER,POAU,5,12,D_KP5_9,SFAEF,4,NA,1
KER,POAU,5,1,D_KP5_3,LA2,84-1L-3,BE,1
KER,POAU,5,4,D_KP5_2,LA2,84-1L-3,AQ,1
KER,POAU,5,15,D_KP5_15,SFAEF,1335,BJ,0
KER,POAU,5,3,D_KP5_13,LA2,84-5C,BV,0
KER,POAU,5,6,D_KP5_12,LA2,84-4G-4,CH,0
KER,POAU,5,2,D_KP5_11,LA1,200-3C-4B,BA,0
KER,POAU,5,13,D_KP5_1,LA2,84-5G-41,F,1
KER,POAU,5,14,499,SFAEF,B8,NA,0
KER,POAU,5,7,498,LA1,200-24A,AI,0
KER,POAU,5,11,497,SFAEF,872,BH,1
KER,POAU,5,5,496,SFAEF,616,BL,1
KER,POAU,5,10,495,LA7,203-4B-1B,BL,1
KER,POAU,5,9,494,LA7,203-4B-1B,BD,1
KER,POAU,5,8,493,LA1,201-30B-6,BZ,1
KER,POAU,6,9,D_KP6_9,SFAEF,1328,AA,0
KER,POAU,6,6,D_KP6_6,LA7,203-7A,AU,0
KER,POAU,6,5,D_KP6_5,LA2,84-5C,BN,0
KER,POAU,6,3,D_KP6_3,LA7,203-9A,AA,0
KER,POAU,6,13,D_KP6_13,SFAEF,1245,AU,0
KER,POAU,6,16,809,LA2,84-4G-4,BM,0
KER,POAU,6,15,808,SFAEF,1335,BD,0
KER,POAU,6,14,807,SFAEF,712,AE,0
KER,POAU,6,12,806,LA2,84-4G-4,BL,0
KER,POAU,6,11,805,LA7,203-4B-1B,BH,1
KER,POAU,6,10,804,LA2,85-5C,BH,0
KER,POAU,6,8,803,SFAEF,2,AG,1
KER,POAU,6,7,802,LA7,203-7A,AZ,0
KER,POAU,6,2,801,LA2,84-1L-3,AU,1
KER,POAU,6,1,500,LA7,203-9A,AB,0
KER,POAU,7,9,D_KP7_9,LA7,203-9A,AD,0
KER,POAU,7,8,D_KP7_8,LA2,84-5C,BT,0
KER,POAU,7,6,D_KP7_6,LA2,84-1L-3,AV,1
KER,POAU,7,5,D_KP7_5,LA2,84-4G-4,BN,0
KER,POAU,7,3,D_KP7_3,SFAEF,1245,AS,0
KER,POAU,7,2,D_KP7_2,LA2,84-5C,BI,0
KER,POAU,7,14,D_KP7_14,LA7,203-9A,AC,0
KER,POAU,7,13,D_KP7_13,SFAEF,712,AF,0
KER,POAU,7,12,D_KP7_12,LA7,203-7A,AX,0
KER,POAU,7,1,D_KP7_1,LA2,84-4G-4,BS,0
KER,POAU,7,15,788,LA7,203-7A,AY,0
KER,POAU,7,11,787,SFAEF,3,AF,1
KER,POAU,7,10,786,LA7,203-4B-1B,BI,1
KER,POAU,7,7,785,SFAEF,1328,AB,0
KER,POAU,7,4,784,SFAEF,1335,BE,0
KER,POAU,8,10,D_KP8_10,SFAEF,#8,NA,1
KER,POAU,8,12,799,SFAEF,616,BC,1
KER,POAU,8,11,798,LA2,84-1L-3,BN,1
KER,POAU,8,9,797,LA2,84-5C,CC,0
KER,POAU,8,8,796,LA2,84-1L-3,BH,1
KER,POAU,8,7,795,LA2,84-5G-76,A,1
KER,POAU,8,6,794,SFAEF,B68,NA,1
KER,POAU,8,5,793,SFAEF,872,BF,1
KER,POAU,8,4,792,SFAEF,B10,NA,0
KER,POAU,8,3,791,LA2,84-5G-43,H,1
KER,POAU,8,2,790,LA2,84-1L-3,BG,1
KER,POAU,8,1,789,LA2,84-5G-43,J,1
KER,POAU,8,15,296,LA2,84-5C,AS,0
KER,POAU,8,14,295,SFAEF,616,BI,1
KER,POAU,8,13,294,SFAEF,B62,NA,1
LAF,AGHY,1,1,2731,COHR,215-1-15,AA,0
LAF,AGHY,1,2,2732,COHR,215-1-15,BK2,0
LAF,AGHY,1,3,2733,SJC,211-10-50,AA,0
LAF,AGHY,1,4,2734,SJC,134-4-16,AB,1
LAF,AGHY,1,5,2735,SJC,211-10-64,AA,0
LAF,AGHY,1,6,2736,LPEF,242-7-6U,AJ,0
LAF,AGHY,1,7,2737,COHR,1935-06-12,AI,1
LAF,AGHY,1,8,2738,SJC,211-10-76,AB,0
LAF,AGHY,1,9,2739,LPEF,GH-35-3,BP,1
LAF,AGHY,1,10,2740,LPEF,242-7-6V,AA,0
LAF,AGHY,1,11,2741,COHR,215-2,BL,0
LAF,AGHY,1,12,2742,SJC,211-10-70,NA,0
LAF,AGHY,1,13,2743,COHR,215-2,AA,0
LAF,AGHY,1,14,2744,LPEF,242-2-27,NA,0
LAF,AGHY,1,15,2745,LPEF,242-7-6V,AG,0
LAF,AGHY,2,1,2746,LPEF,242-7-6U,AN,0
LAF,AGHY,2,2,2747,COHR,215-2,AL,0
LAF,AGHY,2,3,2748,SJC,134-6-1E,NA,1
LAF,AGHY,2,4,D_LA2_4,SJC,211-10-77,AB,0
LAF,AGHY,2,5,2749,COHR,215-1-15,AD2,0
LAF,AGHY,2,6,2750,COHR,215-1-15,AA,0
LAF,AGHY,2,7,2751,COHR,35-1-33,AA,1
LAF,AGHY,2,8,2752,LPEF,GH-35-3,AD,1
LAF,AGHY,2,9,2753,LPEF,242-7-6U,AT,0
LAF,AGHY,2,10,2754,SJC,211-10-63,AD,0
LAF,AGHY,2,11,D_LA2_11,LPEF,GH-35-6,AB,1
LAF,AGHY,2,12,2755,COHR,1935-06-16,AF,1
LAF,AGHY,2,13,2756,SJC,134-6-16,NA,1
LAF,AGHY,2,14,2757,SJC,211-10-34,AG,0
LAF,AGHY,2,15,2758,LPEF,242-7-6V,AD,0
LAF,AGHY,3,1,2774,LPEF,242-7-6V,AF,0
LAF,AGHY,3,2,2775,COHR,1935-01-15,NA,1
LAF,AGHY,3,3,2776,SJC,134-6-1B,NA,1
LAF,AGHY,3,4,2777,SJC,134-6-52,NA,1
LAF,AGHY,3,5,2778,LPEF,GH-35-3,AF,1
LAF,AGHY,3,6,2779,COHR,215-3-45,AG,0
LAF,AGHY,3,7,2780,COHR,215-1-15,AI,0
LAF,AGHY,3,8,D_LA3_8,SJC,134-6-1F,NA,1
LAF,AGHY,3,9,2781,COHR,1935-06-16,AG,1
LAF,AGHY,3,10,2782,LPEF,GH-35-1,AC,1
LAF,AGHY,3,11,2783,LPEF,242-7-6V,BG,0
LAF,AGHY,3,12,2784,COHR,1935-01-25,AB,1
LAF,AGHY,3,13,2785,LPEF,GH-35-6,AD,1
LAF,AGHY,3,14,2786,SJC,211-10-63,AB,0
LAF,AGHY,3,15,2787,SJC,211-10-79,AB,0
LAF,AGHY,4,1,2817,COHR,215-1-15,AW,0
LAF,AGHY,4,2,2818,SJC,211-10-81,AB,0
LAF,AGHY,4,3,2819,SJC,211-10-77,AA,0
LAF,AGHY,4,4,2820,LPEF,242-7-6V,AH,0
LAF,AGHY,4,5,D_LA4_5,LPEF,GH-35-3,BO,1
LAF,AGHY,4,6,2821,SJC,134-6-53,NA,1
LAF,AGHY,4,7,2822,SJC,211-10-81,AA,0
LAF,AGHY,4,8,2823,COHR,215-1-15,AV,0
LAF,AGHY,4,9,2824,COHR,215-3-45,AE,0
LAF,AGHY,4,10,2825,SJC,211-10-77,NA,0
LAF,AGHY,4,11,2826,COHR,215-2,AB,0
LAF,AGHY,4,12,2827,LPEF,242-7-6U,AK,0
LAF,AGHY,4,13,2828,LPEF,242-7-6V,AB,0
LAF,AGHY,4,14,2829,COHR,1935-06-14,AF,1
LAF,AGHY,4,15,2830,LPEF,242-7-6V,CP,0
LAF,AGHY,5,1,2759,COHR,1935-06-16,NA,1
LAF,AGHY,5,2,2760,LPEF,GH-35-6,AF,1
LAF,AGHY,5,3,2761,COHR,1935-06-15,AD,1
LAF,AGHY,5,4,2762,LPEF,GH-35-3,AH,1
LAF,AGHY,5,5,2763,COHR,35-1-32,AB,1
LAF,AGHY,5,6,2764,SJC,134-6-54,NA,1
LAF,AGHY,5,7,2765,LPEF,GH-35-1,AA,1
LAF,AGHY,5,8,2766,SJC,211-10-65,AF,0
LAF,AGHY,5,9,2767,LPEF,242-6-6V,BA,0
LAF,AGHY,5,10,2768,SJC,134-6-55,NA,1
LAF,AGHY,5,11,2769,SJC,134-6-56,NA,1
LAF,AGHY,5,12,2770,LPEF,GH-35-8,AS,1
LAF,AGHY,5,13,2771,COHR,35-1-33,AB,1
LAF,AGHY,5,14,2772,SJC,134-6-57,NA,1
LAF,AGHY,5,15,2773,COHR,215-1-15,AH2,0
LAF,AGHY,6,1,D_LA6_1,LPEF,242-7-6V,AE,0
LAF,AGHY,6,2,2831,LPEF,GH-35-3,AE,1
LAF,AGHY,6,3,2832,COHR,215-1-15,AO,0
LAF,AGHY,6,4,2833,SJC,211-10-79,NA,0
LAF,AGHY,6,5,2834,COHR,2026-08-04,NA,1
LAF,AGHY,6,6,2835,COHR,1935-01-27,AZ,1
LAF,AGHY,6,7,D_LA6_7,COHR,35-1-40,AA,1
LAF,AGHY,6,8,2836,COHR,215-2,BB,0
LAF,AGHY,6,9,2837,LPEF,GH-35-6,AC,1
LAF,AGHY,6,10,2838,LPEF,242-7-6V,BF,0
LAF,AGHY,6,11,2839,LPEF,GH-35-1,AD,1
LAF,AGHY,6,12,2840,SJC,134-6-58,NA,1
LAF,AGHY,6,13,2841,SJC,1940-01-02,NA,1
LAF,AGHY,6,14,2842,SJC,134-6-33,NA,1
LAF,AGHY,6,15,2843,SJC,211-10-79,AA,0
LAF,AGHY,7,1,2803,LPEF,242-7-6V,AU,0
LAF,AGHY,7,2,2804,SJC,134-6-35,NA,1
LAF,AGHY,7,3,2805,LPEF,GH-35-1,AB,1
LAF,AGHY,7,4,2806,SJC,211-10-88,NA,0
LAF,AGHY,7,5,2807,COHR,215-1-15,AF2,0
LAF,AGHY,7,6,D_LA7_6,SJC,134-6-42,NA,1
LAF,AGHY,7,7,2808,LPEF,GH-35-8,AM,1
LAF,AGHY,7,8,2809,SJC,134-6-41,NA,1
LAF,AGHY,7,9,2810,COHR,2026-08-04,AA,1
LAF,AGHY,7,10,2811,LPEF,GH-35-3,AC,1
LAF,AGHY,7,11,2812,COHR,1935-06-07,AA,1
LAF,AGHY,7,12,2813,LPEF,GH-35-6,AE,1
LAF,AGHY,7,13,2814,COHR,1935-01-27,AB,1
LAF,AGHY,7,14,2815,COHR,35-1-44,AG,1
LAF,AGHY,7,15,2816,SJC,134-6-34,NA,1
LAF,AGHY,8,1,2788,LPEF,242-7-6U,BA,0
LAF,AGHY,8,2,2789,SJC,211-10-76,AA,0
LAF,AGHY,8,3,2790,COHR,215-1-15,AA2,0
LAF,AGHY,8,4,2791,COHR,35-1-36,AC,1
LAF,AGHY,8,5,2792,LPEF,GH-35-3,BA,1
LAF,AGHY,8,6,2793,LPEF,242-7-6U,AG,0
LAF,AGHY,8,7,2794,SJC,134-6-40,NA,1
LAF,AGHY,8,8,2795,COHR,215-1-15,AB2,0
LAF,AGHY,8,9,2796,SJC,211-10-76,NA,0
LAF,AGHY,8,10,2797,LPEF,GH-35-6,AG,1
LAF,AGHY,8,11,2798,SJC,211-10-81,NA,0
LAF,AGHY,8,12,2799,SJC,134-6-39,NA,1
LAF,AGHY,8,13,2800,COHR,215-2,AK,0
LAF,AGHY,8,14,2801,COHR,2026-08-01,NA,1
LAF,AGHY,8,15,2802,LPEF,242-7-6V,AN,0
LAF,ELVI,1,1,2577,PALM,220D,AU,1
LAF,ELVI,1,2,2578,JLP,110-2a-13-c,AO,1
LAF,ELVI,1,3,2579,JLP,110-44L-10,AA2,1
LAF,ELVI,1,4,2580,PALM,225,AB,1
LAF,ELVI,1,5,2581,JLP,109-19A-25,AD,1
LAF,ELVI,1,6,2582,RL5,C13,NA,1
LAF,ELVI,1,7,2583,PALM,239,AB,1
LAF,ELVI,1,8,2584,PALM,79,AH,0
LAF,ELVI,1,9,2585,HUNT,E18,NA,1
LAF,ELVI,1,10,2586,JLP,110-44L-10,AA,1
LAF,ELVI,1,11,2587,PALM,110-5A-8,AA,1
LAF,ELVI,1,12,2588,PALM,A13,NA,0
LAF,ELVI,1,13,2589,JLP,110-5A-1L,NA,0
LAF,ELVI,1,14,2590,PALM,218B,AO,1
LAF,ELVI,1,15,2591,PALM,101,AH,1
LAF,ELVI,2,1,2558,PALM,222-A,AB,1
LAF,ELVI,2,2,2559,SHS,106-150A-4B,AC,1
LAF,ELVI,2,3,E2-1,PALM,A28,NA,0
LAF,ELVI,2,4,2560,RL5,C35,NA,0
LAF,ELVI,2,5,2561,PALM,228C,AS,1
LAF,ELVI,2,6,2562,HUNT,E17,NA,0
LAF,ELVI,2,7,2563,PALM,B20,NA,0
LAF,ELVI,2,8,2564,RL5,C1,NA,1
LAF,ELVI,2,9,2565,PALM,220D,AQ,1
LAF,ELVI,2,10,2566,JLP,110-2a-13-c,AD,1
LAF,ELVI,2,11,2567,PALM,B28,NA,0
LAF,ELVI,2,12,2568,JLP,110-5A-3B,NA,0
LAF,ELVI,2,13,2569,PALM,B42,NA,0
LAF,ELVI,2,14,2570,PALM,B49,NA,0
LAF,ELVI,2,15,2571,JLP,110-5A-1E,NA,0
LAF,ELVI,3,1,2544,JLP,110-5A-1K,NA,0
LAF,ELVI,3,2,2545,PALM,B24,NA,0
